state,collection_date,ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of ICU Beds Occupied Estimated,Percentage LL,Percentage UL
AK,2020-03-23,78.05263157894736,64.18847661074045,91.91678654715426,0.3333333333333333,0.27175807751380754,0.3949085891528591
AK,2020-03-24,78.05263157894736,64.18847661074045,91.91678654715426,0.3333333333333333,0.27175807751380754,0.3949085891528591
AK,2020-03-25,78.05263157894736,64.18847661074045,91.91678654715426,0.3333333333333333,0.27175807751380754,0.3949085891528591
AK,2020-03-26,26.01754385964912,16.77477388084452,35.26031383845372,0.1111111111111111,0.07006094056476062,0.1521612816574616
AK,2020-03-27,54.256097560975604,42.28931248681778,66.22288263513343,0.2727272727272727,0.20905350878716877,0.33640103666737664
AK,2020-03-30,77.42570281124497,65.1783090273914,89.67309659509854,0.3939393939393939,0.3190511013167443,0.46882768656204354
AK,2020-03-31,119.16964285714286,106.4031381696615,131.93614754462422,0.5806451612903226,0.5073740795307125,0.6539162430499328
AK,2020-04-01,110.04593639575972,96.96773183133364,123.1241409601858,0.5,0.4265648434180043,0.5734351565819956
AK,2020-04-02,81.13677811550153,69.16502877778863,93.10852745321442,0.4090909090909091,0.33152068827580866,0.48666112990600957
AK,2020-04-03,76.629179331307,64.7731017820105,88.48525688060349,0.38636363636363635,0.3095429038577567,0.463184368869516
AK,2020-04-04,104.99115044247789,91.72035445783668,118.2619464271191,0.48484848484848486,0.4125455053511508,0.557151464345819
AK,2020-04-05,124.67699115044249,111.55338044896531,137.80060185191968,0.5757575757575758,0.5042565025304636,0.647258648984688
AK,2020-04-06,90.15197568389058,78.02771383673092,102.27623753105023,0.45454545454545453,0.37598703821262947,0.5331038708782796
AK,2020-04-07,85.64437689969606,73.5834275575886,97.7053262418035,0.4318181818181818,0.35366999500643315,0.5099663686299305
AK,2020-04-08,76.629179331307,64.7731017820105,88.48525688060349,0.38636363636363635,0.3095429038577567,0.463184368869516
AK,2020-04-09,81.13677811550153,69.16502877778863,93.10852745321442,0.4090909090909091,0.33152068827580866,0.48666112990600957
AK,2020-04-10,81.13677811550153,69.16502877778863,93.10852745321442,0.4090909090909091,0.33152068827580866,0.48666112990600957
AK,2020-04-11,108.07287449392712,95.53159801373306,120.61415097412116,0.5454545454545454,0.469508304143181,0.6214007867659098
